data,Horário Sucesso,Horário Falha,Resultado,Resultado B,Previsao,Taxa Acumulada,Taxa Móvel,hora_previsao,hora_prev,minuto_prev,previsao_ml,confianca_ml,previsao_estatistica,data_execucao,acerto_prev,resultado_real
29/07/2025,,13:35:00,Erro,0,,,,,,,,,,,,
29/07/2025,13:40:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,13:45:00,Erro,0,,,,,,,,,,,,
29/07/2025,13:50:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,13:55:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,14:00:00,Erro,0,,,,,,,,,,,,
29/07/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:10:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:15:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:20:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:25:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:30:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:40:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:45:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,14:50:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,14:55:00,Erro,0,,,,,,,,,,,,
29/07/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,15:05:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,15:10:00,Erro,0,,,,,,,,,,,,
29/07/2025,15:15:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,15:20:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,15:25:00,Erro,0,,,,,,,,,,,,
29/07/2025,,15:30:00,Erro,0,,,,,,,,,,,,
29/07/2025,,15:35:00,Erro,0,,,,,,,,,,,,
29/07/2025,15:40:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,15:45:00,Erro,0,,,,,,,,,,,,
29/07/2025,,15:50:00,Erro,0,,,,,,,,,,,,
29/07/2025,15:55:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,16:00:00,Erro,0,,,,,,,,,,,,
29/07/2025,16:05:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,16:10:00,Erro,0,,,,,,,,,,,,
29/07/2025,16:15:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,16:25:00,Erro,0,,,,,,,,,,,,
29/07/2025,,16:30:00,Erro,0,,,,,,,,,,,,
29/07/2025,,16:35:00,Erro,0,,,,,,,,,,,,
29/07/2025,16:40:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,,16:45:00,Erro,0,,,,,,,,,,,,
29/07/2025,16:50:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,16:55:00,,Acerto,1,,,,,,,,,,,,
29/07/2025,17:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,08:20:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,08:25:00,Erro,0,,,,,,,,,,,,
30/07/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,08:35:00,Erro,0,,,,,,,,,,,,
30/07/2025,08:40:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,08:45:00,Erro,0,,,,,,,,,,,,
30/07/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,08:55:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:00:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:05:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:10:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:15:00,Erro,0,,,,,,,,,,,,
30/07/2025,09:20:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,09:25:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,09:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,09:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,09:40:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:45:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:50:00,Erro,0,,,,,,,,,,,,
30/07/2025,,09:55:00,Erro,0,,,,,,,,,,,,
30/07/2025,10:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,10:05:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,10:10:00,Erro,0,,,,,,,,,,,,
30/07/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,10:20:00,Erro,0,,,,,,,,,,,,
30/07/2025,,10:25:00,Erro,0,,,,,,,,,,,,
30/07/2025,10:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,10:35:00,Erro,0,,,,,,,,,,,,
30/07/2025,10:40:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,10:45:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,10:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,10:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,11:00:00,Erro,0,,,,,,,,,,,,
30/07/2025,,11:05:00,Erro,0,,,,,,,,,,,,
30/07/2025,,11:10:00,Erro,0,,,,,,,,,,,,
30/07/2025,,11:15:00,Erro,0,,,,,,,,,,,,
30/07/2025,,11:20:00,Erro,0,,,,,,,,,,,,
30/07/2025,,11:25:00,Erro,0,,,,,,,,,,,,
30/07/2025,11:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,11:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,11:40:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,11:45:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,11:50:00,Erro,0,,,,,,,,,,,,
30/07/2025,11:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:05:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:10:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:15:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:20:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:25:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,12:40:00,Erro,0,,,,,,,,,,,,
30/07/2025,,12:45:00,Erro,0,,,,,,,,,,,,
30/07/2025,12:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,13:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,13:05:00,Erro,0,,,,,,,,,,,,
30/07/2025,13:10:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,13:15:00,Erro,0,,,,,,,,,,,,
30/07/2025,,13:20:00,Erro,0,,,,,,,,,,,,
30/07/2025,13:25:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,13:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,13:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,13:40:00,Erro,0,,,,,,,,,,,,
30/07/2025,,13:45:00,Erro,0,,,,,,,,,,,,
30/07/2025,,13:50:00,Erro,0,,,,,,,,,,,,
30/07/2025,14:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,14:10:00,Erro,0,,,,,,,,,,,,
30/07/2025,,14:15:00,Erro,0,,,,,,,,,,,,
30/07/2025,14:20:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,14:25:00,Erro,0,,,,,,,,,,,,
30/07/2025,,14:30:00,Erro,0,,,,,,,,,,,,
30/07/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,14:40:00,Erro,0,,,,,,,,,,,,
30/07/2025,14:45:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,14:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,14:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,15:05:00,Erro,0,,,,,,,,,,,,
30/07/2025,15:10:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,15:15:00,Erro,0,,,,,,,,,,,,
30/07/2025,,15:20:00,Erro,0,,,,,,,,,,,,
30/07/2025,15:25:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:30:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:40:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:45:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,15:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,16:00:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,16:05:00,Erro,0,,,,,,,,,,,,
30/07/2025,,16:10:00,Erro,0,,,,,,,,,,,,
30/07/2025,16:15:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,16:25:00,Erro,0,,,,,,,,,,,,
30/07/2025,,16:30:00,Erro,0,,,,,,,,,,,,
30/07/2025,16:35:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,16:40:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,,16:45:00,Erro,0,,,,,,,,,,,,
30/07/2025,16:50:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,16:55:00,,Acerto,1,,,,,,,,,,,,
30/07/2025,17:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,08:20:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,08:25:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,08:35:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,08:40:00,Erro,0,,,,,,,,,,,,
31/07/2025,08:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,08:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,09:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,09:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,09:10:00,Erro,0,,,,,,,,,,,,
31/07/2025,09:15:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,09:20:00,Erro,0,,,,,,,,,,,,
31/07/2025,,09:25:00,Erro,0,,,,,,,,,,,,
31/07/2025,09:30:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,09:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,,09:40:00,Erro,0,,,,,,,,,,,,
31/07/2025,09:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,09:50:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,09:55:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:20:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,10:25:00,Erro,0,,,,,,,,,,,,
31/07/2025,,10:30:00,Erro,0,,,,,,,,,,,,
31/07/2025,,10:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,10:40:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,10:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,10:50:00,Erro,0,,,,,,,,,,,,
31/07/2025,10:55:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,11:15:00,Erro,0,,,,,,,,,,,,
31/07/2025,11:20:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:25:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,11:30:00,Erro,0,,,,,,,,,,,,
31/07/2025,,11:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,,11:40:00,Erro,0,,,,,,,,,,,,
31/07/2025,11:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:50:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,11:55:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,12:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,12:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,12:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,12:15:00,Erro,0,,,,,,,,,,,,
31/07/2025,,12:20:00,Erro,0,,,,,,,,,,,,
31/07/2025,,12:25:00,Erro,0,,,,,,,,,,,,
31/07/2025,12:30:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,12:35:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,12:40:00,Erro,0,,,,,,,,,,,,
31/07/2025,12:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,12:50:00,Erro,0,,,,,,,,,,,,
31/07/2025,,12:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,,13:00:00,Erro,0,,,,,,,,,,,,
31/07/2025,13:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,13:10:00,Erro,0,,,,,,,,,,,,
31/07/2025,13:15:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,13:20:00,Erro,0,,,,,,,,,,,,
31/07/2025,13:25:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,13:30:00,Erro,0,,,,,,,,,,,,
31/07/2025,,13:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,13:40:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,13:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,13:50:00,Erro,0,,,,,,,,,,,,
31/07/2025,,13:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,,14:00:00,Erro,0,,,,,,,,,,,,
31/07/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,14:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,14:15:00,Erro,0,,,,,,,,,,,,
31/07/2025,14:20:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,14:25:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,14:30:00,Erro,0,,,,,,,,,,,,
31/07/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,14:40:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,14:45:00,Erro,0,,,,,,,,,,,,
31/07/2025,,14:50:00,Erro,0,,,,,,,,,,,,
31/07/2025,,14:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,15:05:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,15:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,15:15:00,Erro,0,,,,,,,,,,,,
31/07/2025,,15:20:00,Erro,0,,,,,,,,,,,,
31/07/2025,,15:25:00,Erro,0,,,,,,,,,,,,
31/07/2025,,15:30:00,Erro,0,,,,,,,,,,,,
31/07/2025,,15:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,15:40:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,15:45:00,Erro,0,,,,,,,,,,,,
31/07/2025,15:50:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,15:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,16:00:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,16:05:00,Erro,0,,,,,,,,,,,,
31/07/2025,16:10:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,16:15:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,16:25:00,Erro,0,,,,,,,,,,,,
31/07/2025,16:30:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,16:35:00,Erro,0,,,,,,,,,,,,
31/07/2025,16:40:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,16:45:00,,Acerto,1,,,,,,,,,,,,
31/07/2025,,16:55:00,Erro,0,,,,,,,,,,,,
31/07/2025,17:00:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,10:20:00,Erro,0,,,,,,,,,,,,
01/08/2025,10:25:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,10:30:00,Erro,0,,,,,,,,,,,,
01/08/2025,10:35:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,10:40:00,Erro,0,,,,,,,,,,,,
01/08/2025,10:45:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,10:50:00,Erro,0,,,,,,,,,,,,
01/08/2025,10:55:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,11:00:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,11:05:00,Erro,0,,,,,,,,,,,,
01/08/2025,11:10:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,11:15:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,11:20:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,11:25:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,11:30:00,Erro,0,,,,,,,,,,,,
01/08/2025,,11:35:00,Erro,0,,,,,,,,,,,,
01/08/2025,,11:40:00,Erro,0,,,,,,,,,,,,
01/08/2025,11:45:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,11:50:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,11:55:00,Erro,0,,,,,,,,,,,,
01/08/2025,12:00:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:05:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:10:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,12:15:00,Erro,0,,,,,,,,,,,,
01/08/2025,12:20:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:25:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:30:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:35:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:40:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:45:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:50:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,13:00:00,Erro,0,,,,,,,,,,,,
01/08/2025,13:05:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,13:10:00,Erro,0,,,,,,,,,,,,
01/08/2025,13:15:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,13:20:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,13:25:00,Erro,0,,,,,,,,,,,,
01/08/2025,13:30:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,13:35:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,13:40:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,13:45:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,13:50:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,13:55:00,Erro,0,,,,,,,,,,,,
01/08/2025,14:00:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,14:05:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,14:10:00,Erro,0,,,,,,,,,,,,
01/08/2025,14:15:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,14:20:00,Erro,0,,,,,,,,,,,,
01/08/2025,,14:25:00,Erro,0,,,,,,,,,,,,
01/08/2025,,14:30:00,Erro,0,,,,,,,,,,,,
01/08/2025,14:35:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,14:40:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,,14:45:00,Erro,0,,,,,,,,,,,,
01/08/2025,,14:50:00,Erro,0,,,,,,,,,,,,
01/08/2025,,14:55:00,Erro,0,,,,,,,,,,,,
01/08/2025,,15:00:00,Erro,0,,,,,,,,,,,,
01/08/2025,,15:05:00,Erro,0,,,,,,,,,,,,
01/08/2025,,15:10:00,Erro,0,,,,,,,,,,,,
01/08/2025,15:15:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,15:20:00,,Acerto,1,,,,,,,,,,,,
01/08/2025,15:30:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,08:20:00,Erro,0,,,,,,,,,,,,
04/08/2025,,08:25:00,Erro,0,,,,,,,,,,,,
04/08/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,08:35:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,08:40:00,Erro,0,,,,,,,,,,,,
04/08/2025,,08:45:00,Erro,0,,,,,,,,,,,,
04/08/2025,08:50:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,08:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,09:00:00,Erro,0,,,,,,,,,,,,
04/08/2025,,09:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,,09:10:00,Erro,0,,,,,,,,,,,,
04/08/2025,09:15:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,09:20:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,09:25:00,Erro,0,,,,,,,,,,,,
04/08/2025,,09:30:00,Erro,0,,,,,,,,,,,,
04/08/2025,,09:35:00,Erro,0,,,,,,,,,,,,
04/08/2025,09:40:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,09:45:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,09:50:00,Erro,0,,,,,,,,,,,,
04/08/2025,,09:55:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:00:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:10:00,Erro,0,,,,,,,,,,,,
04/08/2025,10:15:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,10:20:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,10:25:00,Erro,0,,,,,,,,,,,,
04/08/2025,10:30:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,10:35:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:40:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:45:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:50:00,Erro,0,,,,,,,,,,,,
04/08/2025,,10:55:00,Erro,0,,,,,,,,,,,,
04/08/2025,11:00:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,11:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,11:10:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,11:15:00,Erro,0,,,,,,,,,,,,
04/08/2025,,11:20:00,Erro,0,,,,,,,,,,,,
04/08/2025,11:25:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,11:30:00,Erro,0,,,,,,,,,,,,
04/08/2025,,11:35:00,Erro,0,,,,,,,,,,,,
04/08/2025,11:40:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,11:45:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,11:50:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,11:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,12:00:00,Erro,0,,,,,,,,,,,,
04/08/2025,12:05:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,12:10:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,12:15:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,12:20:00,Erro,0,,,,,,,,,,,,
04/08/2025,,12:25:00,Erro,0,,,,,,,,,,,,
04/08/2025,,12:30:00,Erro,0,,,,,,,,,,,,
04/08/2025,,12:35:00,Erro,0,,,,,,,,,,,,
04/08/2025,12:40:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,12:45:00,Erro,0,,,,,,,,,,,,
04/08/2025,12:50:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,12:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,13:00:00,Erro,0,,,,,,,,,,,,
04/08/2025,13:05:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,13:10:00,Erro,0,,,,,,,,,,,,
04/08/2025,13:15:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,13:20:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,13:25:00,Erro,0,,,,,,,,,,,,
04/08/2025,,13:30:00,Erro,0,,,,,,,,,,,,
04/08/2025,13:35:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,13:40:00,Erro,0,,,,,,,,,,,,
04/08/2025,,13:45:00,Erro,0,,,,,,,,,,,,
04/08/2025,,13:50:00,Erro,0,,,,,,,,,,,,
04/08/2025,13:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,14:00:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,14:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,14:10:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,14:15:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,14:20:00,Erro,0,,,,,,,,,,,,
04/08/2025,14:25:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,14:30:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,14:35:00,Erro,0,,,,,,,,,,,,
04/08/2025,,14:40:00,Erro,0,,,,,,,,,,,,
04/08/2025,14:45:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,14:50:00,Erro,0,,,,,,,,,,,,
04/08/2025,14:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,15:00:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,15:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,,15:10:00,Erro,0,,,,,,,,,,,,
04/08/2025,,15:15:00,Erro,0,,,,,,,,,,,,
04/08/2025,,15:20:00,Erro,0,,,,,,,,,,,,
04/08/2025,15:25:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,15:30:00,Erro,0,,,,,,,,,,,,
04/08/2025,15:35:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,15:40:00,Erro,0,,,,,,,,,,,,
04/08/2025,15:45:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,15:50:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,15:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,16:00:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,16:05:00,Erro,0,,,,,,,,,,,,
04/08/2025,16:10:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,16:15:00,Erro,0,,,,,,,,,,,,
04/08/2025,16:20:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,16:25:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,16:30:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,16:35:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,16:40:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,16:45:00,Erro,0,,,,,,,,,,,,
04/08/2025,,16:50:00,Erro,0,,,,,,,,,,,,
04/08/2025,16:55:00,,Acerto,1,,,,,,,,,,,,
04/08/2025,,17:00:00,Erro,0,,,,,,,,,,,,
05/08/2025,08:20:00,,Acerto,1,,,,,,,,,,,,
05/08/2025,,08:25:00,Erro,0,,,,,,,,,,,,
05/08/2025,08:30:00,,Acerto,1,,,,,,,,,,,,
05/08/2025,,08:35:00,Erro,0,,,,,,,,,,,,
05/08/2025,08:40:00,,Acerto,1,,,,,,,,,,,,
05/08/2025,,08:45:00,Erro,0,,,,,,,,,,,,
05/08/2025,,08:50:00,Erro,0,,,,,,,,,,,,
05/08/2025,,08:55:00,Erro,0,,,,,,,,,,,,
05/08/2025,,09:00:00,Erro,0,,,,,,,,,,,,
